"AKR","ìXï‹ñº","ì˙ït","ìVãC","îÑè„","ñ⁄ïWíBê¨ó¶","ëOîNìØójì˙î‰","ãqêî","ãqíPâø","êlåèîÔó¶","å¥âøó¶"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-09-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-01","ê∞","77256","0.0%","87.6%","64","1207","26.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-02","ê∞","73390","0.0%","85.0%","54","1359","16.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-03","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-04","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-05","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-06","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-07","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-08","ì‹","80092","0.0%","90.8%","69","1160","19.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-09","âJ","98826","0.0%","114.5%","72","1372","19.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-12","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-13","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-14","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-15","ê∞","82538","0.0%","93.6%","73","1130","24.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-16","ê∞","87052","0.0%","100.9%","72","1209","22.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-17","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-18","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-19","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-21","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-22","ì‹","58209","0.0%","66.0%","55","1058","34.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-23","ê∞","77101","0.0%","89.3%","58","1329","17.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-24","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-25","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-27","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-28","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-29","ê∞","70608","0.0%","80.1%","58","1217","16.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-30","ê∞","77335","0.0%","89.6%","68","1137","14.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-10-31","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-01","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-02","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-03","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-04","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-05","ì‹","62279","0.0%","79.9%","57","1092","22.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-06","ê∞","89690","0.0%","103.6%","69","1299","11.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-07","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-08","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-12","ê∞","76755","0.0%","98.4%","68","1128","26.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-13","âJ","88127","0.0%","101.8%","70","1258","18.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-16","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-17","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-18","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-19","ê∞","80563","0.0%","103.3%","67","1202","20.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-20","âJ","80771","0.0%","93.3%","66","1223","20.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-21","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-22","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-23","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-24","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-25","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-26","ì‹","76318","0.0%","97.9%","62","1230","26.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-27","ê∞","88507","0.0%","102.2%","77","1149","23.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-28","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-29","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-11-30","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-01","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-02","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-03","ê∞","88443","0.0%","106.2%","63","1403","11.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-04","ê∞","77655","0.0%","92.7%","68","1141","18.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-05","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-06","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-07","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-08","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-10","ê∞","78564","0.0%","94.3%","57","1378","26.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-11","ì‹","88455","0.0%","105.6%","64","1382","16.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-12","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-13","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-16","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-17","ì‹","67721","0.0%","81.3%","53","1277","21.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-18","ê∞","68127","0.0%","81.3%","51","1335","21.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-19","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-21","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-22","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-23","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-24","ê∞","105450","0.0%","126.6%","68","1550","14.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-25","ê∞","72009","0.0%","85.9%","54","1333","15.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-27","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-28","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-29","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2022-12-31","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-02","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-03","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-04","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-05","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-06","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-07","ê∞","51188","0.0%","91.9%","48","1066","31.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-08","ì‹","81184","0.0%","127.5%","66","1230","19.5%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-12","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-13","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-14","ì‹","67200","0.0%","120.7%","54","1244","23.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-15","ì‹","75045","0.0%","117.8%","61","1230","26.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-16","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-17","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-18","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-19","ê∞","1890","0.0%","4.4%","1","1890","471.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-21","ê∞","63861","0.0%","114.7%","53","1204","18.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-22","ê∞","75943","0.0%","119.2%","68","1116","15.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-23","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-24","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-25","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-26","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-27","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-28","ê∞","66898","0.0%","120.1%","55","1216","24.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-29","ê∞","81921","0.0%","128.6%","72","1137","22.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-01-31","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-02","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-03","ì‹","200","0.0%","0.4%","1","200","4298.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-04","ê∞","61286","0.0%","71.5%","52","1178","33.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-05","ê∞","80145","0.0%","98.6%","63","1272","32.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-06","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-07","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-08","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-10","Ç›ÇºÇÍ","1890","0.0%","4.6%","1","1890","454.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-11","ê∞","81874","0.0%","95.6%","60","1364","20.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-12","ê∞","75132","0.0%","92.4%","64","1173","27.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-13","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-16","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-17","ê∞","1890","0.0%","4.6%","1","1890","426.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-18","ì‹","86151","0.0%","100.6%","64","1346","26.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-19","ê∞","76216","0.0%","93.8%","60","1270","12.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-21","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-22","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-23","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-24","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-25","ì‹","79619","0.0%","92.9%","66","1206","9.6%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-26","ê∞","76599","0.0%","94.3%","59","1298","23.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-27","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-02-28","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-01","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-02","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-03","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-04","ê∞","72715","0.0%","98.6%","59","1232","13.3%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-05","ì‹","78003","0.0%","88.1%","69","1130","15.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-06","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-07","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-08","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-09","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-11","ê∞","98636","0.0%","133.8%","80","1232","17.8%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-12","ì‹","104036","0.0%","117.6%","78","1333","17.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-13","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-14","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-15","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-16","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-17","âJ","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-18","ì‹","62177","0.0%","84.3%","51","1219","32.4%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-19","ê∞","101317","0.0%","114.5%","81","1250","19.2%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-20","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-21","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-22","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-23","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-24","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-25","ì‹","63272","0.0%","85.8%","56","1129","18.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-26","ì‹","74512","0.0%","84.2%","57","1307","27.1%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-27","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-28","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-29","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-30","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-03-31","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-01","ê∞","92043","0.0%","123.9%","74","1243","21.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-02","ê∞","90109","0.0%","110.9%","76","1185","18.9%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-03","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-04","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-05","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-06","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-07","ì‹","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-08","ê∞","84168","0.0%","113.3%","68","1237","19.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-09","ê∞","93347","0.0%","114.9%","82","1138","14.7%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-10","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
"AKR5926017413","Ç–Ç∆ÇœÇÒçHñ[","2023-04-11","ê∞","0","0.0%","0.0%","0","0","0.0%","0.0%"
